Nom de l'offre touristique;Type de restaurant;Catégorie du restaurant;Adresse1;Adresse2;Adresse3;Code postal;Cedex;Bureau distributeur;Commune;Code Insee de la Commune;latitude;longitude;Situation de l'offre;N° de téléphone mobile;N° de téléphone fixe;N° de fax;Adresse e-Mail;Url du site web;Url pour accéder à la vidéo;Type de plateforme/url;widget tripadvisor;Code Embed pour intégrer une video;Classement dans les guides restaurants;Label classement logis;Label tourisme handicap;Animal accepté: oui / non;Complément information animal accepté;Labels;Service(s) proposé(s) sur l'équipement;Nombre max couverts;Nombre salles restaurant;Nombre max couverts en terrasse;Nombre salles de réunion;Nombre salles climatisées;Présence de l'offre sur les grands itinéraires vélo;Langue(s) parlée(s) à l'accueil;Langue(s) parlée(s) à l'accueil;Nombre personnes min pour les groupes;Nombre personnes max pour les groupes;Ouvert toute l'année: oui / non;Horaires d'ouvertures;Moyen(s) de réservation directe;Centrale de réservation en ligne?;Moyen(s) de réservation en ligne;Tarifs;Mode(s) de paiement accepté(s);localisation;Département
RESTAURANT  LE BISTROT;Restaurant;Cuisine traditionnelle;;1 bis, place Hubert II de Beaumont;;53270;;;SAINTE-SUZANNE-ET-CHAMMES;53255;48.0973174;-0.3497422;"Gare SNCF||Evron||7 ; Autoroute||A81 Laval-Le Mans sortie 1 ou 2||14";06 25 74 24 74;;;peche-de-gourmandise@live.fr;;;"Tripadvisor||https://www.tripadvisor.fr/Restaurant_Review-g2221534-d4794275-Reviews-Peche_de_Gourmandise_Le_Bistrot-Sainte_Suzanne_Mayenne_Pays_de_la_Loire.html ; ||http://www.linternaute.com/restaurant/restaurant/154668/peche-de-gourmandise.shtml";;;;;;oui;Animaux acceptés en terrasse. En salle seulement si petit animal;;Banquet,Plats à emporter,Service en terrasse,WiFi;40;2;25;;;;oui;oui;15;40;non;"01/04/2023||30/04/2023||ouvert du mercredi au dimanche||fermé lundi et mardi|||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 01/05/2023||31/05/2023||ouvert tous les jours|||||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 01/07/2023||31/08/2023||ouvert tous les jours + mercredis et samedis soirs||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";||06 25 45 66 39||peche-de-gourmandise@live.fr;;;"Menu adulte du jour (midi en semaine)||10,90|||| ; Menu adulte soir et week-end||12,90||18,90|| ; Menu enfant||10,90|||| ; Plats à la carte||6,90||14,90||";Cartes bancaires,Chèques bancaires et postaux;48.0973174, -0.3497422;Mayenne
RESTAURANT CHEZ DAVID ET STEPH;Restaurant;Cuisine traditionnelle;;34 place du marché;;53100;;;CHATILLON-SUR-COLMONT;53064;48.338503;-0.7400244;"Route (nationale/départ.)||D138||0 ; Autoroute||A81||35,4 ; Gare SNCF||LAVAL||41,1 ; Gare routière||LAVAL||41,1";06 47 65 65 21;02 43 30 25 64;;;;;;;;;;;oui;;;Banquet,Plats à emporter,Service en terrasse,Traiteur,WiFi;42;1;15;;;;oui;oui;;;oui;03/01/2023||31/12/2023|| ||Fermé  pour congés du 24/12 au 03/01/2023||10:00||||||15:00||10:00||||||15:00||10:00||||||15:00||10:00||||||15:00||10:00||||||15:00||||||||||||||||;David Legrégeois||02 43 30 25 64||;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces,Tickets Restaurant;48.338503, -0.7400244;Mayenne
RESTAURANT - LE VERGER - DOMAINE DE L'EPAU;Restaurant;Cuisine traditionnelle;;;Le Verger, Domaine de l'Epau;72530;;;YVRE-L'EVEQUE;72386;47.988475;0.2421186;Transport en commun||Bus Ligne 12: République -> Saint Martin||0,4;;02 43 27 20 00;;restaurant@domainedelepau.com;https://www.domainedelepau.com/;;"Facebook||https://fr-fr.facebook.com/domainedelepau/ ; Instagram||https://www.instagram.com/domainedelepau/?hl=fr";;;;;;oui;;;Banquet,Climatisation,Séminaire,Service en terrasse,WiFi;120;2;50;2;2;;oui;oui;15;100;oui;;;;;;Cartes bancaires,Tickets Restaurant;47.988475, 0.2421186;Sarthe
RESTAURANT - RELAIS LE BOCAGE;Hôtel restaurant;Cuisine traditionnelle;;2 rue de Mausson;;53220;;;PONTMAIN;53181;48.4405685;-1.0585959;"Gare SNCF||LAVAL||50 ; Autoroute||FOUGERES A84||20 ; Route (nationale/départ.)||||0 ; Gare routière||FOUGERES||17 ; Transport en commun||FOUGERES||17 ; Aéroport/aérodrome||RENNES||70";;02 43 30 26 00;;relais.bocage@wanadoo.fr;http://www.relaislebocage.com;;"Facebook||https://www.facebook.com/relaislebocage/ ; Instagram||https://www.instagram.com/relaislebocage/";;;;;;oui;;;Banquet,Bon cadeau,Séminaire,WiFi;350;7;0;11;0;;oui;oui;15;350;oui;13/01/2023||31/12/2023||||||08:30||||||14:00||08:30||||||14:00||08:30||||||14:00||08:30||||||14:00||08:30||||||14:00||08:30||||||14:00||08:30||||||14:00;Valentine JEUSSELIN||02 43 30 26 00||relais.bocage@wanadoo.fr;;;"Menu adulte du jour (midi en semaine)||15,00||17,00|| ; Menu enfant||10,50||||";Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Virement;48.4405685, -1.0585959;Mayenne
RESTAURANT A LA BONNE PLACE;Restaurant;Cuisine traditionnelle;;3 place de l'Eglise;;53220;;;MONTAUDIN;53154;48.3858724;-0.9888429;"Route (nationale/départ.)||D31||0 ; Autoroute||A84||29,3 ; Gare routière||FOUGERES||18,6 ; Gare SNCF||LAVAL||48,8";;02 43 05 33 14;;;;;;;;;;;oui;;;Banquet,Bon cadeau,Plats à emporter,Séminaire,Service en terrasse,Traiteur;50;2;20;1;0;;oui;oui;15;45;oui;01/01/2023||31/12/2023||Ouvert le midi du mardi au vendredi. Uniquement sur réservation, pour les groupes, les week-end le midi. Possibilité de plats à emporter les soirs sur réservation. ||||||||||||08:00||||||15:00||08:00||||||15:00||08:00||||||15:00||08:00||||||15:00||||||||||||||||;M et Mme GEAIRON||02 43 05 33 14||;;;Menu adulte du jour (midi en semaine)||17,50||||;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;48.3858724, -0.9888429;Mayenne
RESTAURANT A LA PETITE RUELLE;Restaurant;Cuisine traditionnelle;;5 rue Ribateau;;44330;;;VALLET;44212;47.161146;-1.266624;;;02.40.36.61.98;;alapetiteruelle@orange.fr;www.alapetiteruelle.com;;;;;;;;;;;;;;;;;;oui;oui;;25;;;;;;;Cartes bancaires,Tickets Restaurant;47.161146, -1.266624;Loire-Atlantique
RESTAURANT AU FIL DES SAISONS;Restaurant;Restaurant gastronomique - cuisine raffinée;;20 Place Charles de Gaulle;;44330;;;VALLET;44212;47.1608283;-1.2659532;;;02 40 36 30 05;;aufildessaisons44.hotmail.com;https://www.facebook.com/aufildsaisons;;;;;Guide du Routard Pays de la Loire,Les Tables de Nantes;;;oui;;Tables et Auberges de France;Service en terrasse;24;1;12;;0;;oui;oui;15;25;oui;||||||||12:00||13:30||19:30||21:00||||||||||||||||||12:00||13:30||19:30||21:00||12:00||13:30||19:30||21:00||12:00||13:30||19:30||21:00||12:00||13:30||||;Mme Lardiere||02 40 36 30 05||aufildessaisons44@hotmail.com;;;"Menu adulte du jour (midi en semaine)||||||formule du midi 2 plats : 12.50;formule entrée, poisson, viande, et dessert : 40 ; Menu adulte soir et week-end||||||menu du marché : entree, plat dessert (23 euros);menu plaisir : entréé, plat, dessert (32 euros);                     entrée, poissons, viande, dessert (40 euros) ; Menu enfant||||||plat, dessert et jus de fruit";Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Chèques Vacances Connect,Espèces,Tickets Restaurant;47.1608283, -1.2659532;Loire-Atlantique
RESTAURANT AU GARDE MANGER;Restaurant;Cuisine traditionnelle;;79 rue du Maine;Bazouges sur le Loir;72200;;;BAZOUGES CRÉ SUR LOIR;72025;47.6899878;-0.165811;;;02 43 45 49 12;;augardemanger@gmail.com;http://restaurantaugardemanger.jimdo.com;;Facebook||https://www.facebook.com/pages/Au-Garde-Manger/631771646838712?ref=hl;;;Guide du Routard Pays de la Loire;;;oui;;Maitres Restaurateurs;Banquet,Climatisation,Plats à emporter,Plats à emporter / Covid-19,Séminaire,Service en terrasse,WiFi;60;2;30;0;1;;oui;oui;;50;oui;01/01/2023||31/12/2023||||||12:00||14:00||||||||||||||||||||||12:00||14:00||||||12:00||14:00||19:00||22:00||||||19:00||22:00||12:00||14:00||||;;;;"Menu adulte du jour (midi en semaine)||12,50||18,00|| ; Menu adulte soir et week-end||33,90||36,90|| ; Plats à la carte||20,90||31,70|| ; Menu enfant||9,90||||";Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant,Virement;47.6899878, -0.165811;Sarthe
RESTAURANT AU P'TIT RESTO;Restaurant;Cuisine traditionnelle;;1 rue des rendusses;Mazé;49630;;;MAZE-MILON;49194;47.4677066;-0.3024193;;06 42 15 80 06;02 41 80 39 58;;auptitresto49@gmail.com;http://www.au-ptit-resto-maze.fr/;;;;;;;;oui;;;Plats à emporter / Covid-19;;;;;;;;;;;oui;01/01/2023||31/12/2023||ouvert le midi du lundi au vendredi||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;Menu adulte du jour (midi en semaine)||11,50||||;;47.4677066, -0.3024193;Maine-et-Loire
RESTAURANT AU PONT DIVIN;Restaurant;Cuisine traditionnelle;;20 route des Ponts;;44450;;;SAINT-JULIEN-DE-CONCELLES;44169;47.2571603;-1.4246698;;;02 72 60 89 53;;resto@aupontdivin.com;http://www.aupontdivin.fr/;;;;;Le petit futé;;;;;;Plats à emporter / Covid-19,Séminaire,Service en terrasse;70;2;50;1;;;oui;oui;;50;;;;;;;Cartes bancaires,Espèces,Tickets Restaurant;47.2571603, -1.4246698;Loire-Atlantique
RESTAURANT AU RELAIS DU GUÉ DE SELLE;Hôtel restaurant;Restaurant gastronomique - cuisine raffinée;;D7;Le Gué de Selle;53600;;;MEZANGERS;53153;48.2012908;-0.4351457;"Route (nationale/départ.)||D7||0 ; Autoroute||A 81||15 ; Aéroport/aérodrome||Laval||35 ; Gare SNCF||Evron||6 ; Héliport||hélisurface||0 ; Transport en commun||Evron||6";;02 43 91 20 00;;relaisduguedeselle@wanadoo.fr;http://www.relais-du-gue-de-selle.com;;"Facebook||https://fr-fr.facebook.com/Au-Relais-du-Gu%C3%A9-de-Selle-762244463809676/ ; Tripadvisor||https://www.tripadvisor.fr/Hotel_Review-g672836-d572191-Reviews-Au_Relais_Du_Gue_De_Selle-Mezangers_Mayenne_Pays_de_la_Loire.html";;;Bottin Gourmand,Champerard,Eurotoque,Gault Millau,Guide du Routard Pays de la Loire,Le petit futé,Le Routard Hôtels et Restos de France,Michelin;3 cheminées,3 cocottes,Hôtel Elégance,Restaurant Savoureux;"Déficience auditive ; Déficience mentale ; Déficience moteur ; Déficience visuelle";oui;sur demande;Association des maîtres cuisiniers de France,Eurotoques,Logis,Maitres Restaurateurs,Qualité Tourisme;Banquet,Climatisation,Plats à emporter,Séminaire,Service en terrasse,Traiteur,WiFi;130;4;45;6;2;;oui;oui;15;130;oui;"02/01/2023||31/05/2023||||Fermeture hebdomadaire le lundi midi, vendredi soir et dimanche soir.||||||19:45||21:00||12:00||14:00||19:45||21:00||12:00||14:00||19:45||21:00||12:00||14:00||19:45||21:00||12:00||14:00||||||12:00||14:00||19:45||21:00||12:00||14:00|||| ; 01/06/2023||15/09/2023||||Fermeture hebdomadaire le dimanche soir et lundi midi.||||||19:45||21:00||12:00||14:00||19:45||21:00||12:00||14:00||19:45||21:00||12:00||14:00||19:45||21:00||12:00||14:00||19:45||21:00||12:00||14:00||19:45||21:00||12:00||14:00|||| ; 16/09/2023||31/12/2023||||Fermeture hebdomadaire le lundi midi, vendredi soir et dimanche soir. ||||||19:45||21:00||12:00||14:00||19:45||21:00||12:00||14:00||19:45||21:00||12:00||14:00||19:45||21:00||12:00||14:00||||||12:00||14:00||19:45||21:00||12:00||14:00||||";Aurélie Di Gennaro||02 43 91 20 00||relaisduguedeselle@wanadoo.fr;;;"Menu adulte du jour (midi en semaine)||16,90||22,00|| ; Menu adulte soir et week-end||33,00|||| ; Menu enfant||10,70||||";Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Virement;48.2012908, -0.4351457;Mayenne
RESTAURANT AU RENDEZ-VOUS;Restaurant;Cuisine traditionnelle;;21 rue de Normandie;;53190;;;DESERTINES;53091;48.4690214;-0.8682351;"Gare SNCF||LAVAL||58 ; Gare routière||FOUGERES||32,7 ; Route (nationale/départ.)||D5||0 ; Autoroute||A84||43,3";;02 43 00 60 21;;;;;Facebook||https://www.facebook.com/domi.marie.549;;;;;;oui;;;Banquet,Plats à emporter,Service en terrasse,Traiteur;50;3;60;;;;oui;oui;;50;oui;01/01/2023||31/12/2023||dimanche repas sur réservation  et les soirs||fermé pour congé du 1 au 15/08/22||09:30||||||20:00||09:30||||||20:00||09:30||||||14:00||09:30||||||20:00||09:30||||||20:00||09:30||||||20:00||||||||;Mme CADART||02 43 00 60 21||;;;Menu adulte du jour (midi en semaine)||13,00||||;Cartes bancaires,Chèques bancaires et postaux,Espèces;48.4690214, -0.8682351;Mayenne
RESTAURANT AUBERGE CHEZ PIPETTE;Restaurant;Cuisine traditionnelle;;13 impasse de Tournebride;;44690;;;LA HAIE-FOUASSIERE;44070;47.1794493;-1.4089294;;;02 40 54 80 47;02 40 54 80 09;auberge.chez.pipette@wanadoo.fr;http://www.aubergechezpipette.fr;;;;;Le petit futé;;;oui;;Maitres Restaurateurs;WiFi;180;5;50;1;1;;oui;oui;;70;oui;;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Tickets Restaurant;47.1794493, -1.4089294;Loire-Atlantique
RESTAURANT AUBERGE DE JEUNESSE LE FLORE;Restaurant;Cafétéria;;23 rue Maupertuis;;72000;;;LE MANS;72181;48.0037386;0.20642498;;;02 43 81 27 55;;contact@leflore.info;http://www.flore-habitatjeunes.org;;;;;;;;non;;;;120;1;;1;;;oui;oui;5;100;oui;;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Tickets Restaurant;48.0037386, 0.20642498;Sarthe
RESTAURANT AUBERGE DE L'ÉCLUSE;Restaurant;Restaurant gastronomique - cuisine raffinée;;;La Provostière;44440;;;RIAILLE;44144;47.524153;-1.3465896;"Route (nationale/départ.)||D18||2,5 ; Route (nationale/départ.)||D33||2,4";;02 40 97 86 54;;guillaume.cruaud@orange.fr;http://auberge-de-l-ecluse-44440.zenchef.com/;;Facebook||https://www.facebook.com/AubergeDeLEcluse;;;Le petit futé;;;oui;;;Banquet,Plats à emporter,Séminaire,Service en terrasse,Traiteur,WiFi;75;2;;1;0;;oui;oui;10;75;oui;||||Préférence pour les réservations !||||12:00||14:00||||||12:00||14:00||||||||||||||12:00||14:00||19:30||21:00||12:00||14:00||19:30||21:00||12:00||14:00||19:30||21:00||12:00||14:00||||;||02 40 97 86 54||info@auberge-ecluse.fr;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.524153, -1.3465896;Loire-Atlantique
RESTAURANT AUBERGE DE LA CAVERNE SCULPTÉE;Restaurant;Cuisine traditionnelle;;12 Rue de la Caverne;;49700;;;DENEZE-SOUS-DOUE;49121;47.247279;-0.278214;;;02 41 59 07 93;;contact@aubergecavernesculptee.com;https://www.aubergecavernesculptee.com;;"Facebook||https://www.facebook.com/Auberge-de-la-Caverne-Sculpt%C3%A9e-104445884279223/ ; Google+||https://maps.google.com/?cid=17058128636895366850 ; Twitter||https://twitter.com/ASculptee";;;;;;oui;;;Climatisation,Traiteur;540;2;;;;;oui;oui;;420;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces,Virement;47.247279, -0.278214;Maine-et-Loire
RESTAURANT AUBERGE DE LA GÉE;Restaurant;Cuisine traditionnelle;;2 rue de l'Eglise;;72210;;;MAIGNE;72177;47.9375828;-0.0544133;"Route (nationale/départ.)||Route de Sablé||3 ; Autoroute||Louplande||10 ; Gare SNCF||Le Mans et Sablé-sur-Sarthe à 30km||15";;02 43 88 17 52;;;;;;;;;;;oui;;;Traiteur;65;1;12;;;;oui;oui;;60;;01/01/2023||31/12/2023||||Fermé le soir et dimanche sauf résa||07:00||16:00||||||07:00||16:00||||||07:00||16:00||||||07:00||16:00||||||07:00||16:00||||||07:00||16:00||||||||||||;BOURDIN||02.43.88.17.52||;;;Menu adulte du jour (midi en semaine)||14,50||32,50||;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.9375828, -0.0544133;Sarthe
RESTAURANT AUBERGE DE MULSANNE;Restaurant;Cuisine traditionnelle;;158 route de Tours;la ferme de mulsanne;72230;;;MULSANNE;72213;47.9263436;0.24278784;"Route (nationale/départ.)||D 338 route de tours||0 ; Autoroute||A 28 - Parigné l'Evêque||10 ; Aéroport/aérodrome||||5 ; Gare SNCF||Gare Tgv Le Mans||15 ; Héliport||||5";;02 43 39 18 90;;arbor-hotel@wanadoo.fr;http://www.auberge-mulsanne.fr;;"Tripadvisor||http://www.tripadvisor.fr/Hotel_Review-g1747706-d1746233-Reviews-Hotel_Arbor_Auberge_de_Mulsanne-Mulsanne_Sarthe_Pays_de_la_Loire.html ; Facebook||https://www.facebook.com/HOTEL-ARBOR-124855757603818/ ; Twitter||https://twitter.com/hotelarbor1";;;;Hôtel Cosy,Restaurant Gourmand;"Déficience auditive ; Déficience mentale ; Déficience visuelle";oui;payant;Logis;Séminaire,Service en terrasse,WiFi;100;1;30;4;0;;oui;oui;5;100;oui;;Angélique - Maréva - Julie||02 43 39 18 90||arbor-hotel@wanadoo.fr;;;Menu adulte soir et week-end||28,00||45,00||;Cartes bancaires,Chèques bancaires et postaux;47.9263436, 0.24278784;Sarthe
RESTAURANT AUBERGE DES HUNAUDIERES;Restaurant;Restaurant gastronomique - cuisine raffinée;;route de Tours;Les Hunaudières;72230;;;RUAUDIN;72260;47.9488571;0.231643;;;02 43 84 98 14;;;;;;;;;;;oui;;;;40;1;25;;0;;oui;oui;;;;;TROTTE||02.43.84.98.14||;;;;Cartes bancaires,Chèques bancaires et postaux;47.9488571, 0.231643;Sarthe
RESTAURANT AUBERGE DU TIRE BOUCHON;Hôtel restaurant;Cuisine traditionnelle;;34 rue de la Vallée du Havre;;44521;;;COUFFE;44048;47.3896457;-1.2959308;"Route (nationale/départ.)||D21||0 ; Route (nationale/départ.)||RD723||6 ; Gare SNCF||Ancenis||12 ; Autoroute||Péage d'Ancenis A11||9";;02 40 96 54 39;;tire-bouchon@laposte.net;http://www.aubergedutirebouchon.com;;Tripadvisor||https://www.tripadvisor.fr/Restaurant_Review-g1753324-d8001680-Reviews-Auberge_Du_Tire_Bouchon-Couffe_Loire_Atlantique_Pays_de_la_Loire.html;"<div id=""TA_selfserveprop996"" class=""TA_selfserveprop"">;<ul id=""in4C1sxqQUH"" class=""TA_links WIzSbG5pi"">;<li id=""70VppDvo"" class=""ZVmfnR"">;<a target=""_blank"" href=""https://www.tripadvisor.fr/""><img src=""https://www.tripadvisor.fr/img/cdsi/img2/branding/150_logo-11900-2.png"" alt=""TripAdvisor""/></a>;</li>;</ul>;</div>;<script src=""https://www.jscache.com/wejs?wtype=selfserveprop&amp;uniq=996&amp;locationId=8001680&amp;lang=fr&amp;rating=true&amp;nreviews=3&amp;writereviewlink=false&amp;popIdx=false&amp;iswide=false&amp;border=true&amp;display_version=2""></script>;";;;;;oui;;Auberge de Village;Banquet,Plats à emporter,Plats à emporter / Covid-19,WiFi;50;1;50;;;;oui;oui;;45;oui;01/01/2023||31/12/2023||||Fermeture du 13 au 19 février 2023||||||||||||||||||12:00||13:30||||||12:00||13:30||||||12:00||13:30||19:30||21:00||12:00||13:30||19:30||21:00||12:00||13:30||||;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.3896457, -1.2959308;Loire-Atlantique
RESTAURANT AUX BERGES DU LAC;Restaurant;Cuisine traditionnelle;;Route du plessis;;72510;;;MANSIGNE;72182;47.7522057;0.1326182;;;02 44 52 59 02;;auxbergesdulac72@gmail.com;http://basedeloisirsmansigne.fr;;Facebook||https://www.facebook.com/johan.wolle;;;;;;oui;;;Banquet,Plats à emporter,Séminaire,Service en terrasse,Traiteur,WiFi;150;1;150;;;;oui;oui;;40;oui;;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.7522057, 0.1326182;Sarthe
RESTAURANT BAR LE RELAIS DU LAYON;Restaurant;Brasserie;;9 place Saint Pierre;VALANJOU;49670;;;CHEMILLE-EN-ANJOU;49092;47.2133358;-0.5942009;;;02 41 45 43 12;;;;;Facebook||https://fr-fr.facebook.com/pages/category/French-Restaurant/Le-relais-du-layon-788994611210737/;;;;;;;;;;60;1;;;;;;;;;oui;01/01/2023||31/12/2023||||pas de restaurantion le week-end||12:00||13:30||||||12:00||13:30||||||12:00||13:30||||||12:00||13:30||||||12:00||13:30||||||||||||||||||||;||02 41 45 43 12||;;;Menu adulte du jour (midi en semaine)||13,30||13,30||;;47.2133358, -0.5942009;Maine-et-Loire
RESTAURANT BIO LES FÊLÉS DU BOCAL;Restaurant;Cuisine du Monde;;198, rue Nationale;198 rue Nationale;72000;;;LE MANS;72181;47.995947;0.202065;;;02 43 78 25 11;;contact@les-feles-du-bocal.bio;https://les-feles-du-bocal.bio/;;"Facebook||https://www.facebook.com/felesdubocal/ ; Instagram||https://www.instagram.com/lesfelesdubocal/";;;;;;oui;;;Banquet,Climatisation,Livraison à domicile / Covid-19,Plats à emporter,Plats à emporter / Covid-19,Séminaire,Service en terrasse,Traiteur;45;2;40;;1;;oui;oui;15;40;oui;;;;;;Cartes bancaires,Espèces,Tickets Restaurant;47.995947, 0.202065;Sarthe
RESTAURANT BISTROT DE LA PLACE;Restaurant;Restaurant gastronomique - cuisine raffinée;;16 place Saint-Pierre;;49400;;;SAUMUR;49328;47.258636;-0.075607;Transport en commun||||;;02 41 51 13 27;;contact@bistrotdelaplace-saumur.com;https://www.bistrotdelaplace-saumur.com/fr/;;"Facebook||https://www.facebook.com/lebistrotdelaplace.saumur ; Google+||https://maps.google.com/?cid=1825676675259289736 ; Tripadvisor||https://www.tripadvisor.fr/Restaurant_Review-g187199-d1102769-Reviews-Bistrot_de_la_Place-Saumur_Maine_et_Loire_Pays_de_la_Loire.html";;;Le petit futé,Le Routard Hôtels et Restos de France;;;oui;;;Climatisation,Service en terrasse,WiFi;70;2;70;;;;oui;oui;;35;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant,Virement;47.258636, -0.075607;Maine-et-Loire
RESTAURANT BISTROT GUINGUETTE LE MARIE-LOUISE;Restaurant;Guinguette;;Levée d'Ingrandes, Le Clair-Voyant;MONTJEAN-SUR-LOIRE;49570;;;MAUGES-SUR-LOIRE;49244;47.3951877;-0.8863521;"Route (nationale/départ.)||D210||0 ; Autoroute||A11, sortie n°19||10 ; Gare SNCF||Ingrandes-Le Fresne-sur Loire||3";;02 41 39 07 00;Partenaire Ôsez Mauges 2023;bistrotlemarielouise@gmail.com;www.le-marie-louise.fr;;"Facebook||https://www.facebook.com/le.marie.louise/ ; Instagram||https://www.instagram.com/le.marie.louise/";;;;;;oui;;;Service en terrasse,WiFi;50;2;60;;;;oui;oui;;;oui;"20/10/2022||31/05/2023||||||||||||||||||||||09:00||15:00||||||09:00||15:00||||||09:00||15:00||18:00||23:00||09:00||15:00||18:00||23:00||09:00||15:00|||| ; 01/09/2023||31/05/2024||||||||||||||||||||||09:00||15:00||||||09:00||15:00||||||09:00||13:00||18:00||23:00||09:00||15:00||18:00||23:00||09:00||15:00||||";Bistrot guinguette Le Marie-Louise||02 41 39 07 00||bistrotlemarielouise@gmail.com;;;"Menu adulte du jour (midi en semaine)||16,50||16,50|| ; Plats à la carte||12,00||17,00||";Cartes bancaires,Chèques bancaires et postaux,Espèces,Tickets Restaurant;47.3951877, -0.8863521;Maine-et-Loire
RESTAURANT BON;Restaurant;;;3 bis rue de la Pré Neuve;;44350;;;GUERANDE;44069;47.32381;-2.4116;;;02 52 59 70 21;;restobio.hbg@leshameauxbio.fr;https://www.restaurant-bon.com/restaurants/restaurant-bon-guerande/;;;;;;;;non;;;Service en terrasse;;;;;;;;;;;;"01/01/2022||31/12/2022||||||11:30||14:00||||||11:30||14:00||||||11:30||14:00||||||11:30||14:00||||||11:30||14:00||||||11:30||14:00|||||||||||| ; 01/01/2023||31/12/2023||||||11:30||14:00||||||11:30||14:00||||||11:30||14:00||||||11:30||14:00||||||11:30||14:00||||||||||||||||||||";;;;Menu adulte du jour (midi en semaine)||13,50||16,50||;Cartes bancaires,Chèques bancaires et postaux,Tickets Restaurant;47.32381, -2.4116;Loire-Atlantique
RESTAURANT C'GOÛTS R'MANS;Restaurant;Cuisine traditionnelle;;29, rue des Ponts-Neufs;;72000;;;LE MANS;72181;48.0068;0.19791;;;09 81 87 87 53;;cgoutrmans@gmail.com;https://www.cgoutsrmans.fr/;;Facebook||https://www.facebook.com/cgoutsrmans/;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0068, 0.19791;Sarthe
RESTAURANT CAFE KANNELLE;Restaurant;Cuisine traditionnelle;;9 rue Freddy Limbosch;;72310;;;COGNERS;72085;47.8688955;0.6588076;;06 84 28 68 75;;;;;;;;;;;;;;;;18;;;;;;;;;;;;;;;;;47.8688955, 0.6588076;Sarthe
RESTAURANT CAMPANILE;Hôtel restaurant;Cuisine traditionnelle;;186 rue du Pont Fouchard;Rond Point de Bournan- Bagneux;49400;;;SAUMUR;49328;47.24196;-0.099306;Autoroute||||;;02 41 40 46 46;;campanile@arcantel.fr;http://www.campanile.fr;;"Tripadvisor|| ; Google+||https://maps.google.com/?cid=6820074094391159664 ; Tripadvisor||https://www.tripadvisor.fr/Hotel_Review-g187199-d483347-Reviews-Campanile_Saumur-Saumur_Maine_et_Loire_Pays_de_la_Loire.html";;;;;;oui;;;Banquet,Plats à emporter,Plats à emporter / Covid-19,Service en terrasse,WiFi;80;1;20;;;;oui;oui;;100;;01/01/2023||31/12/2023||Ouvert 24h/24.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant,Virement;47.24196, -0.099306;Maine-et-Loire
RESTAURANT CHEZ FLO;Restaurant;Cuisine traditionnelle;;10, rue Buretiers;;72540;;;LONGNES;72166;48.020105;-0.0790001;;;02 43 29 82 81;;;;;Facebook||https://www.facebook.com/profile.php?id=100069844632210;;;;;;oui;;;Plats à emporter;40;1;20;1;0;;oui;oui;;;oui;01/01/2023||31/12/2023||||dimanche et dernière semaine de février pendant 15 j||12:00||14:00||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||19:00||21:00||12:00||14:00||||||||||||;||02 43 25 61 54||;;;"Menu adulte du jour (midi en semaine)||14,00|||| ; Menu enfant||12,00||||";Cartes bancaires,Chèques bancaires et postaux,Espèces;48.020105, -0.0790001;Sarthe
